mrna_id	gene_id	locus_tag	chrom	old_start	old_end	new_start	new_end	overlap_gene_id	overlap_locus_tag	overlap_start	overlap_end	overlap_strand
rna-NM_001182879.3	gene-YNL040W	YNL040W	NC_001146.8	553380	554750	553380	555139	gene-YNL039W	YNL039W	555048	556832	+
rna-NM_001182878.3	gene-YNL039W	YNL039W	NC_001146.8	555048	556832	555048	557025	gene-YNL038W	YNL038W	557020	557783	+
rna-NM_001182876.1	gene-YNL037C	YNL037C	NC_001146.8	557920	559002	557670	559002	gene-YNL038W	YNL038W	557020	557783	+
rna-NM_001182870.1	gene-YNL031C	YNL031C	NC_001146.8	575640	576050	575206	576050	gene-YNL032W	YNL032W	574506	575351	+
rna-NM_001182871.3	gene-YNL032W	YNL032W	NC_001146.8	574506	575351	574506	576675	gene-YNL031C	YNL031C	575640	576050	-
rna-NM_001182869.1	gene-YNL030W	YNL030W	NC_001146.8	576727	577038	576727	577214	gene-YNL029C	YNL029C	577205	578773	-
rna-NM_001182864.3	gene-YNL025C	YNL025C	NC_001146.8	584320	585291	582887	585291	gene-YNL026W	YNL026W	581920	583374	+
rna-NM_001184619.3	gene-YNL024C-A	YNL024C-A	NC_001146.8	586602	586820	586078	586820	gene-YNCN0014W	YNCN0014W	586090	586175	+
rna-NM_001182859.1	gene-YNL020C	YNL020C	NC_001146.8	595623	597539	595342	597539	gene-YNL021W	YNL021W	593227	595347	+
rna-NM_001182848.3	gene-YNL009W	YNL009W	NC_001146.8	614821	616083	614821	616928	gene-YNL008C	YNL008C	616211	618241	-
rna-NM_001182846.1	gene-YNL007C	YNL007C	NC_001146.8	618507	619565	618084	619565	gene-YNL008C	YNL008C	616211	618241	-
rna-NM_001182845.3	gene-YNL006W	YNL006W	NC_001146.8	620067	620978	620067	621547	gene-YNL005C	YNL005C	621313	622428	-
rna-NM_001182842.3	gene-YNL003C	YNL003C	NC_001146.8	624975	625829	623668	625829	gene-YNL004W	YNL004W	622915	624621	+
rna-NM_001183184.3	gene-YNR007C	YNR007C	NC_001146.8	639182	640114	638834	640114	gene-YNR006W	YNR006W	636986	638854	+
rna-NM_001183188.1	gene-YNR011C	YNR011C	NC_001146.8	644320	646950	644131	646950	gene-YNR010W	YNR010W	643744	644193	+
rna-NM_001183190.3	gene-YNR013C	YNR013C	NC_001146.8	649028	651712	648930	651712	gene-YNR012W	YNR012W	647432	648937	+
rna-NM_001183199.1	gene-YNR022C	YNR022C	NC_001146.8	669774	670193	669501	670193	gene-YNR021W	YNR021W	668377	669591	+
rna-NM_001183198.3	gene-YNR021W	YNR021W	NC_001146.8	668377	669591	668377	670076	gene-YNR022C	YNR022C	669774	670193	-
rna-NM_001183203.1	gene-YNR026C	YNR026C	NC_001146.8	673274	674689	672931	674689	gene-YNR024W	YNR024W	672409	672969	+
rna-NM_001183206.3	gene-YNR029C	YNR029C	NC_001146.8	677199	678488	676972	678488	gene-YNR028W	YNR028W	676177	677103	+
rna-NM_001183205.3	gene-YNR028W	YNR028W	NC_001146.8	676177	677103	676177	677276	gene-YNR029C	YNR029C	677199	678488	-
rna-NM_001184344.1	gene-YNR032C-A	YNR032C-A	NC_001146.8	687243	687464	686550	687464	gene-YNR032W	YNR032W	686010	687116	+
rna-NM_001183209.3	gene-YNR032W	YNR032W	NC_001146.8	686010	687116	686010	687333	gene-YNR032C-A	YNR032C-A	687243	687464	-
rna-NM_001183212.1	gene-YNR035C	YNR035C	NC_001146.8	693019	694047	692856	694047	gene-YNR034W-A	YNR034W-A	692561	692857	+
rna-NM_001183213.1	gene-YNR036C	YNR036C	NC_001146.8	694361	694822	694041	694822	gene-YNR035C	YNR035C	693019	694047	-
rna-NM_001183215.1	gene-YNR038W	YNR038W	NC_001146.8	695595	697484	695595	697632	gene-YNR039C	YNR039C	697614	699431	-
rna-NM_001183217.3	gene-YNR040W	YNR040W	NC_001146.8	699690	700460	699690	700635	gene-YNR041C	YNR041C	700541	701659	-
rna-NM_001183225.3	gene-YNR048W	YNR048W	NC_001146.8	711630	712811	711630	713050	gene-YNR049C	YNR049C	713023	713655	-
rna-NM_001183230.1	gene-YNR053C	YNR053C	NC_001146.8	721120	723112	720889	723112	gene-YNCN0019C	YNCN0019C	721938	722211	-
rna-NM_001183231.1	gene-YNR054C	YNR054C	NC_001146.8	723356	724306	723092	724306	gene-YNR053C	YNR053C	721120	723112	-
rna-NM_001183234.1	gene-YNR057C	YNR057C	NC_001146.8	733356	734069	733247	734069	gene-YNR056C	YNR056C	731618	733303	-
rna-NM_001184081.1	gene-YPL267W	YPL267W	NC_001148.4	38169	38798	38169	39125	gene-YPL266W	YPL266W	39121	40077	+
rna-NM_001184077.1	gene-YPL263C	YPL263C	NC_001148.4	44551	46506	44267	46506	gene-YPL264C	YPL264C	43283	44344	-
rna-NM_001348883.1	gene-YPL261C	YPL261C	NC_001148.4	48996	49304	48736	49304	gene-YPL262W	YPL262W	47336	48802	+
rna-NM_001348883.1	gene-YPL261C	YPL261C	NC_001148.4	48996	49304	48736	49304	gene-YPL260W	YPL260W	49303	50958	+
rna-NM_001184076.1	gene-YPL262W	YPL262W	NC_001148.4	47336	48802	47336	49062	gene-YPL261C	YPL261C	48996	49304	-
rna-NM_001184074.1	gene-YPL260W	YPL260W	NC_001148.4	49303	50958	49303	51316	gene-YPL261C	YPL261C	48996	49304	-
rna-NM_001184074.1	gene-YPL260W	YPL260W	NC_001148.4	49303	50958	49303	51316	gene-YPL259C	YPL259C	51244	52671	-
rna-NM_001184072.1	gene-YPL258C	YPL258C	NC_001148.4	53498	55153	53421	55153	gene-YNCP0025W	YNCP0025W	52977	53465	+
rna-NM_001184067.1	gene-YPL253C	YPL253C	NC_001148.4	71063	73006	70928	73006	gene-YPL254W	YPL254W	69485	70951	+
rna-NM_001184062.1	gene-YPL248C	YPL248C	NC_001148.4	79711	82356	79515	82356	gene-YNCP0002W	YNCP0002W	79562	82648	+
rna-NM_001184061.1	gene-YPL247C	YPL247C	NC_001148.4	82625	84196	82525	84196	gene-YNCP0002W	YNCP0002W	79562	82648	+
rna-NM_001184058.1	gene-YPL244C	YPL244C	NC_001148.4	87014	88033	86834	88033	gene-YPL245W	YPL245W	85586	86950	+
rna-NM_001184059.1	gene-YPL245W	YPL245W	NC_001148.4	85586	86950	85586	87019	gene-YPL244C	YPL244C	87014	88033	-
rna-NM_001184057.1	gene-YPL243W	YPL243W	NC_001148.4	88517	90316	88517	90994	gene-YPL242C	YPL242C	90622	95109	-
rna-NM_001184050.1	gene-YPL236C	YPL236C	NC_001148.4	101608	102702	100764	102702	gene-YPL237W	YPL237W	100496	101353	+
rna-NM_001184048.1	gene-YPL234C	YPL234C	NC_001148.4	104946	105440	104486	105440	gene-YPL235W	YPL235W	103232	104647	+
rna-NM_001184042.1	gene-YPL228W	YPL228W	NC_001148.4	118382	120031	118382	120238	gene-YPL227C	YPL227C	120163	121167	-
rna-NM_001184038.2	gene-YPL224C	YPL224C	NC_001148.4	126634	128088	126439	128088	gene-YPL225W	YPL225W	126006	126446	+
rna-NM_001184039.1	gene-YPL225W	YPL225W	NC_001148.4	126006	126446	126006	126660	gene-YPL224C	YPL224C	126634	128088	-
rna-NM_001184032.1	gene-YPL218W	YPL218W	NC_001148.4	138698	139409	138698	139667	gene-YPL217C	YPL217C	139620	143171	-
rna-NM_001184028.1	gene-YPL214C	YPL214C	NC_001148.4	148569	150191	148403	150191	gene-YPL215W	YPL215W	147416	148423	+
rna-NM_001184029.1	gene-YPL215W	YPL215W	NC_001148.4	147416	148423	147416	148604	gene-YPL214C	YPL214C	148569	150191	-
rna-NM_001184025.1	gene-YPL211W	YPL211W	NC_001148.4	153495	154040	153495	154411	gene-YPL210C	YPL210C	154290	156212	-
rna-NM_001184023.1	gene-YPL209C	YPL209C	NC_001148.4	156490	157593	155911	157593	gene-YPL210C	YPL210C	154290	156212	-
rna-NM_001184020.1	gene-YPL206C	YPL206C	NC_001148.4	162632	163597	162288	163597	gene-YPL207W	YPL207W	159909	162341	+
rna-NM_001184017.1	gene-YPL203W	YPL203W	NC_001148.4	166256	167398	166256	168200	gene-YPL202C	YPL202C	168088	169338	-
rna-NM_001184013.1	gene-YPL199C	YPL199C	NC_001148.4	172033	172755	171193	172755	gene-YPL200W	YPL200W	171484	171954	+
rna-NM_001184014.1	gene-YPL200W	YPL200W	NC_001148.4	171484	171954	171484	172506	gene-YPL199C	YPL199C	172033	172755	-
rna-NM_001184012.1	gene-YPL198W	YPL198W	NC_001148.4	173152	174702	173152	174943	gene-YNCP0003W	YNCP0003W	173827	173904	+
rna-NM_001184007.1	gene-YPL193W	YPL193W	NC_001148.4	181403	182548	181403	183171	gene-YPL192C	YPL192C	182655	183056	-
rna-NM_001184005.1	gene-YPL191C	YPL191C	NC_001148.4	183597	184679	183012	184679	gene-YPL192C	YPL192C	182655	183056	-
rna-NM_001184003.1	gene-YPL189W	YPL189W	NC_001148.4	189154	190983	189154	191645	gene-YPL188W	YPL188W	191406	192650	+
rna-NM_001184317.1	gene-YPL183W-A	YPL183W-A	NC_001148.4	199095	199376	199095	199528	gene-YPL183C	YPL183C	199495	202536	-
rna-NM_001183989.1	gene-YPL175W	YPL175W	NC_001148.4	218630	220088	218630	220651	gene-YPL174C	YPL174C	220167	222773	-
rna-NM_001183982.1	gene-YPL168W	YPL168W	NC_001148.4	231217	232509	231217	232604	gene-YPL167C	YPL167C	232593	237107	-
rna-NM_001183979.1	gene-YPL165C	YPL165C	NC_001148.4	237956	239077	237635	239077	gene-YPL166W	YPL166W	237338	237979	+
rna-NM_001183980.1	gene-YPL166W	YPL166W	NC_001148.4	237338	237979	237338	239221	gene-YPL165C	YPL165C	237956	239077	-
rna-NM_001183976.1	gene-YPL162C	YPL162C	NC_001148.4	243206	244027	242325	244027	gene-YPL163C	YPL163C	241918	242700	-
rna-NM_001183970.1	gene-YPL156C	YPL156C	NC_001148.4	255913	256767	255528	256767	gene-YPL157W	YPL157W	254814	255761	+
rna-NM_001183971.1	gene-YPL157W	YPL157W	NC_001148.4	254814	255761	254814	256162	gene-YPL156C	YPL156C	255913	256767	-
rna-NM_001184627.1	gene-YPL152W-A	YPL152W-A	NC_001148.4	264602	264700	264602	265561	gene-YPL152W	YPL152W	265028	266104	+
rna-NM_001183965.1	gene-YPL151C	YPL151C	NC_001148.4	266180	267535	266081	267535	gene-YPL152W	YPL152W	265028	266104	+
rna-NM_001183966.1	gene-YPL152W	YPL152W	NC_001148.4	265028	266104	265028	266280	gene-YPL151C	YPL151C	266180	267535	-
rna-NM_001183962.1	gene-YPL148C	YPL148C	NC_001148.4	272294	272815	271740	272815	gene-YPL149W	YPL149W	271310	272194	+
rna-NM_001183963.1	gene-YPL149W	YPL149W	NC_001148.4	271310	272194	271310	272380	gene-YPL148C	YPL148C	272294	272815	-
rna-NM_001183945.1	gene-YPL131W	YPL131W	NC_001148.4	303121	304014	303121	304417	gene-YPL130W	YPL130W	304387	305058	+
rna-NM_001183942.1	gene-YPL128C	YPL128C	NC_001148.4	306533	308221	306069	308221	gene-YPL129W	YPL129W	305298	306137	+
rna-NM_001183937.1	gene-YPL123C	YPL123C	NC_001148.4	317641	318945	317484	318945	gene-YPL124W	YPL124W	316755	317516	+
rna-NM_001184670.1	gene-YPL119C-A	YPL119C-A	NC_001148.4	324024	324287	323737	324287	gene-YPL120W	YPL120W	322071	323744	+
rna-NM_001183934.1	gene-YPL120W	YPL120W	NC_001148.4	322071	323744	322071	324087	gene-YPL119C-A	YPL119C-A	324024	324287	-
rna-NM_001183925.1	gene-YPL111W	YPL111W	NC_001148.4	339944	340945	339944	341089	gene-YPL110C	YPL110C	341068	344739	-
rna-NM_001183917.1	gene-YPL103C	YPL103C	NC_001148.4	358000	359406	357381	359406	gene-YPL104W	YPL104W	355700	357676	+
rna-NM_001183913.1	gene-YPL099C	YPL099C	NC_001148.4	363520	364068	362870	364068	gene-YPL100W	YPL100W	361872	363362	+
rna-NM_001183914.1	gene-YPL100W	YPL100W	NC_001148.4	361872	363362	361872	363523	gene-YPL099C	YPL099C	363520	364068	-
rna-NM_001184515.1	gene-YPL096C-A	YPL096C-A	NC_001148.4	366529	366735	366310	366735	gene-YPL097W	YPL097W	364952	366430	+
rna-NM_001183911.1	gene-YPL097W	YPL097W	NC_001148.4	364952	366430	364952	366548	gene-YPL096C-A	YPL096C-A	366529	366735	-
rna-NM_001183909.1	gene-YPL095C	YPL095C	NC_001148.4	368071	369441	367962	369441	gene-YPL096W	YPL096W	366927	368018	+
rna-NM_001183910.1	gene-YPL096W	YPL096W	NC_001148.4	366927	368018	366927	369667	gene-YPL095C	YPL095C	368071	369441	-
rna-NM_001183908.1	gene-YPL094C	YPL094C	NC_001148.4	369839	370663	369423	370663	gene-YPL095C	YPL095C	368071	369441	-
rna-NM_001183906.1	gene-YPL092W	YPL092W	NC_001148.4	373793	375169	373793	376721	gene-YPL091W	YPL091W	375502	376953	+
rna-NM_001183897.1	gene-YPL083C	YPL083C	NC_001148.4	396702	398105	396039	398105	gene-YPL084W	YPL084W	394038	396572	+
rna-NM_001183898.1	gene-YPL084W	YPL084W	NC_001148.4	394038	396572	394038	396722	gene-YPL083C	YPL083C	396702	398105	-
rna-NM_001348884.1	gene-YPL080C	YPL080C	NC_001148.4	406172	406498	406036	406498	gene-YPL081W	YPL081W	404950	406044	+
rna-NM_001183895.1	gene-YPL081W	YPL081W	NC_001148.4	404950	406044	404950	406716	gene-YPL080C	YPL080C	406172	406498	-
rna-NM_001183895.1	gene-YPL081W	YPL081W	NC_001148.4	404950	406044	404950	406716	gene-YPL079W	YPL079W	406636	407539	+
rna-NM_001183885.1	gene-YPL071C	YPL071C	NC_001148.4	420048	420518	419832	420518	gene-YPL072W	YPL072W	418512	420011	+
rna-NM_001183886.1	gene-YPL072W	YPL072W	NC_001148.4	418512	420011	418512	420070	gene-YPL071C	YPL071C	420048	420518	-
rna-NM_001183883.1	gene-YPL069C	YPL069C	NC_001148.4	422885	423892	422668	423892	gene-YPL070W	YPL070W	420948	422786	+
rna-NM_001183884.1	gene-YPL070W	YPL070W	NC_001148.4	420948	422786	420948	423053	gene-YPL069C	YPL069C	422885	423892	-
rna-NM_001183881.1	gene-YPL067C	YPL067C	NC_001148.4	425251	425847	424696	425847	gene-YPL068C	YPL068C	424215	425096	-
rna-NM_001183878.1	gene-YPL064C	YPL064C	NC_001148.4	428711	429616	428584	429616	gene-YPL065W	YPL065W	427927	428655	+
rna-NM_001183879.1	gene-YPL065W	YPL065W	NC_001148.4	427927	428655	427927	428797	gene-YPL064C	YPL064C	428711	429616	-
rna-NM_001183874.1	gene-YPL060W	YPL060W	NC_001148.4	434523	435764	434523	435910	gene-YNCP0007C	YNCP0007C	435893	435964	-
rna-NM_001183869.1	gene-YPL055C	YPL055C	NC_001148.4	453992	454990	453445	454990	gene-YPL056C	YPL056C	453430	453735	-
rna-NM_001183864.1	gene-YPL050C	YPL050C	NC_001148.4	460779	461966	460512	461966	gene-YPL051W	YPL051W	459963	460559	+
rna-NM_001183860.1	gene-YPL046C	YPL046C	NC_001148.4	466644	466943	465786	466943	gene-YPL047W	YPL047W	465962	466261	+
rna-NM_001183861.1	gene-YPL047W	YPL047W	NC_001148.4	465962	466261	465962	467022	gene-YPL046C	YPL046C	466644	466943	-
rna-NM_001183853.1	gene-YPL039W	YPL039W	NC_001148.4	479225	480175	479225	480327	gene-YPL038W-A	YPL038W-A	480182	480373	+
rna-NM_001183847.1	gene-YPL033C	YPL033C	NC_001148.4	487362	488207	487208	488207	gene-YPL034W	YPL034W	486712	487209	+
rna-NM_001183848.1	gene-YPL034W	YPL034W	NC_001148.4	486712	487209	486712	487427	gene-YPL033C	YPL033C	487362	488207	-
rna-NM_001183837.1	gene-YPL023C	YPL023C	NC_001148.4	504339	506312	504147	506312	gene-YPL024W	YPL024W	503517	504242	+
rna-NM_001183838.1	gene-YPL024W	YPL024W	NC_001148.4	503517	504242	503517	504734	gene-YPL023C	YPL023C	504339	506312	-
rna-NM_001183832.1	gene-YPL018W	YPL018W	NC_001148.4	517651	518760	517651	519922	gene-YPL017C	YPL017C	518734	520233	-
rna-NM_001183827.1	gene-YPL013C	YPL013C	NC_001148.4	528985	529350	528656	529350	gene-YPL014W	YPL014W	527547	528692	+
rna-NM_001183825.1	gene-YPL011C	YPL011C	NC_001148.4	533642	534703	533388	534703	gene-YPL012W	YPL012W	529723	533409	+
rna-NM_001183821.1	gene-YPL007C	YPL007C	NC_001148.4	542082	543848	541963	543848	gene-YPL008W	YPL008W	539385	541970	+
rna-NM_001183822.1	gene-YPL008W	YPL008W	NC_001148.4	539385	541970	539385	542082	gene-YPL007C	YPL007C	542082	543848	-
rna-NM_001183816.1	gene-YPL002C	YPL002C	NC_001148.4	553627	554328	553253	554328	gene-YPL003W	YPL003W	552020	553408	+
rna-NM_001184107.1	gene-YPR010C	YPR010C	NC_001148.4	577585	581196	577221	581196	gene-YPR009W	YPR009W	576552	577358	+
rna-NM_001184108.1	gene-YPR011C	YPR011C	NC_001148.4	583062	584042	582732	584042	gene-YPR010C-A	YPR010C-A	582373	582734	-
rna-NM_001184134.1	gene-YPR037C	YPR037C	NC_001148.4	646448	647038	646249	647038	gene-YPR038W	YPR038W	646836	647195	+
rna-NM_001184142.1	gene-YPR045C	YPR045C	NC_001148.4	655140	656552	654830	656552	gene-YPR043W	YPR043W	654166	654847	+
rna-NM_001184146.1	gene-YPR049C	YPR049C	NC_001148.4	661137	664673	661052	664673	gene-YPR048W	YPR048W	659182	661053	+
rna-NM_001184145.1	gene-YPR048W	YPR048W	NC_001148.4	659182	661053	659182	661242	gene-YPR049C	YPR049C	661137	664673	-
rna-NM_001184149.1	gene-YPR052C	YPR052C	NC_001148.4	665693	665974	665427	665974	gene-YPR051W	YPR051W	664960	665490	+
rna-NM_001184149.1	gene-YPR052C	YPR052C	NC_001148.4	665693	665974	665427	665974	gene-YPR053C	YPR053C	665788	666243	-
rna-NM_001184148.1	gene-YPR051W	YPR051W	NC_001148.4	664960	665490	664960	665759	gene-YPR052C	YPR052C	665693	665974	-
rna-NM_001184153.1	gene-YPR056W	YPR056W	NC_001148.4	671126	672142	671126	673335	gene-YPR057W	YPR057W	672471	673496	+
rna-NM_001184157.1	gene-YPR060C	YPR060C	NC_001148.4	674861	675631	674648	675631	gene-YPR058W	YPR058W	673751	674674	+
rna-NM_001184155.1	gene-YPR058W	YPR058W	NC_001148.4	673751	674674	673751	674942	gene-YPR060C	YPR060C	674861	675631	-
rna-NM_001184160.1	gene-YPR063C	YPR063C	NC_001148.4	677812	678320	677563	678320	gene-YPR062W	YPR062W	677165	677641	+
rna-NM_001184159.1	gene-YPR062W	YPR062W	NC_001148.4	677165	677641	677165	677886	gene-YPR063C	YPR063C	677812	678320	-
rna-NM_001184162.1	gene-YPR065W	YPR065W	NC_001148.4	679693	680799	679693	681221	gene-YPR066W	YPR066W	681213	682112	+
rna-NM_001184163.1	gene-YPR066W	YPR066W	NC_001148.4	681213	682112	681213	682472	gene-YPR067W	YPR067W	682220	682777	+
rna-NM_001184165.1	gene-YPR068C	YPR068C	NC_001148.4	682941	684353	682757	684353	gene-YPR067W	YPR067W	682220	682777	+
rna-NM_001184164.1	gene-YPR067W	YPR067W	NC_001148.4	682220	682777	682220	682968	gene-YPR068C	YPR068C	682941	684353	-
rna-NM_001184170.1	gene-YPR073C	YPR073C	NC_001148.4	691933	692418	691251	692418	gene-YPR072W	YPR072W	690107	691789	+
rna-NM_001184169.1	gene-YPR072W	YPR072W	NC_001148.4	690107	691789	690107	691963	gene-YPR073C	YPR073C	691933	692418	-
rna-NM_001184179.1	gene-YPR082C	YPR082C	NC_001148.4	704225	704656	703697	704656	gene-YPR081C	YPR081C	702114	703970	-
rna-NM_001184182.1	gene-YPR085C	YPR085C	NC_001148.4	708497	709828	708285	709828	gene-YPR084W	YPR084W	706972	708342	+
rna-NM_001184181.1	gene-YPR084W	YPR084W	NC_001148.4	706972	708342	706972	709541	gene-YPR085C	YPR085C	708497	709828	-
rna-NM_001184183.1	gene-YPR086W	YPR086W	NC_001148.4	710101	711138	710101	711427	gene-YPR088C	YPR088C	711403	713028	-
rna-NM_001184188.1	gene-YPR091C	YPR091C	NC_001148.4	716156	718468	715777	718468	gene-YPR089W	YPR089W	713275	715941	+
rna-NM_001184190.1	gene-YPR093C	YPR093C	NC_001148.4	719558	720424	718608	720424	gene-YNCP0013C	YNCP0013C	718700	718806	-
rna-NM_001184190.1	gene-YPR093C	YPR093C	NC_001148.4	719558	720424	718608	720424	gene-YNCP0014C	YNCP0014C	718887	719050	-
rna-NM_001184190.1	gene-YPR093C	YPR093C	NC_001148.4	719558	720424	718608	720424	gene-YNCP0015C	YNCP0015C	719148	719242	-
rna-NM_001184195.1	gene-YPR098C	YPR098C	NC_001148.4	728947	729528	728492	729528	gene-YPR097W	YPR097W	725394	728615	+
rna-NM_001387383.1	gene-YPR099C	YPR099C	NC_001148.4	729757	730113	729303	730113	gene-YPR098C	YPR098C	728947	729528	-
rna-NM_001387383.1	gene-YPR099C	YPR099C	NC_001148.4	729757	730113	729303	730113	gene-YPR100W	YPR100W	729791	730213	+
rna-NM_001184197.1	gene-YPR100W	YPR100W	NC_001148.4	729791	730213	729791	730349	gene-YPR099C	YPR099C	729757	730113	-
rna-NM_001184199.1	gene-YPR102C	YPR102C	NC_001148.4	731224	731748	730910	731748	gene-YPR101W	YPR101W	730492	731019	+
rna-NM_001184198.1	gene-YPR101W	YPR101W	NC_001148.4	730492	731019	730492	731296	gene-YPR102C	YPR102C	731224	731748	-
rna-NM_001184204.1	gene-YPR107C	YPR107C	NC_001148.4	741438	742064	741208	742064	gene-YPR106W	YPR106W	740061	741392	+
rna-NM_001184203.1	gene-YPR106W	YPR106W	NC_001148.4	740061	741392	740061	741536	gene-YPR107C	YPR107C	741438	742064	-
rna-NM_001184207.1	gene-YPR110C	YPR110C	NC_001148.4	745828	746835	745538	746835	gene-YPR109W	YPR109W	744689	745573	+
rna-NM_001184208.1	gene-YPR111W	YPR111W	NC_001148.4	747306	749000	747306	749279	gene-YPR112C	YPR112C	749256	751919	-
rna-NM_001184210.1	gene-YPR113W	YPR113W	NC_001148.4	752257	752919	752257	753435	gene-YPR114W	YPR114W	753301	754248	+
rna-NM_001184213.1	gene-YPR116W	YPR116W	NC_001148.4	758648	759481	758648	761025	gene-YPR117W	YPR117W	760025	767494	+
rna-NM_001184225.1	gene-YPR128C	YPR128C	NC_001148.4	791218	792204	791051	792204	gene-YPR127W	YPR127W	790083	791120	+
rna-NM_001184224.1	gene-YPR127W	YPR127W	NC_001148.4	790083	791120	790083	791454	gene-YPR128C	YPR128C	791218	792204	-
rna-NM_001184228.1	gene-YPR131C	YPR131C	NC_001148.4	793911	794498	793708	794498	gene-YPR129W	YPR129W	792687	793736	+
rna-NM_001184230.1	gene-YPR133C	YPR133C	NC_001148.4	795978	797210	795763	797210	gene-YPR132W	YPR132W	794965	795767	+
rna-NM_001184229.1	gene-YPR132W	YPR132W	NC_001148.4	794965	795767	794965	796028	gene-YPR133C	YPR133C	795978	797210	-
rna-NM_001184246.1	gene-YPR149W	YPR149W	NC_001148.4	829918	830439	829918	831061	gene-YPR151C	YPR151C	831055	831675	-
rna-NM_001184249.1	gene-YPR152C	YPR152C	NC_001148.4	832061	833458	831656	833458	gene-YPR151C	YPR151C	831055	831675	-
rna-NM_001184262.1	gene-YPR165W	YPR165W	NC_001148.4	875368	875997	875368	876284	gene-YPR166C	YPR166C	876282	876629	-
rna-NM_001184265.1	gene-YPR168W	YPR168W	NC_001148.4	878076	878549	878076	880147	gene-YPR169W	YPR169W	878690	880168	+
rna-NM_001184525.1	gene-YPR170W-B	YPR170W-B	NC_001148.4	883239	883595	883239	883872	gene-YPR171W	YPR171W	883828	885558	+
rna-NM_001184270.1	gene-YPR173C	YPR173C	NC_001148.4	886524	887837	885510	887837	gene-YPR171W	YPR171W	883828	885558	+
rna-NM_001184270.1	gene-YPR173C	YPR173C	NC_001148.4	886524	887837	885510	887837	gene-YPR172W	YPR172W	885796	886398	+
rna-NM_001184269.1	gene-YPR172W	YPR172W	NC_001148.4	885796	886398	885796	886675	gene-YPR173C	YPR173C	886524	887837	-
rna-NM_001184273.1	gene-YPR176C	YPR176C	NC_001148.4	891101	892078	890940	892078	gene-YPR175W	YPR175W	888974	891043	+
rna-NM_001184272.1	gene-YPR175W	YPR175W	NC_001148.4	888974	891043	888974	891107	gene-YPR176C	YPR176C	891101	892078	-
rna-NM_001184276.1	gene-YPR179C	YPR179C	NC_001148.4	893797	895764	893701	895764	gene-YPR178W	YPR178W	892332	893729	+
rna-NM_001184275.1	gene-YPR178W	YPR178W	NC_001148.4	892332	893729	892332	893820	gene-YPR179C	YPR179C	893797	895764	-
rna-NM_001184280.1	gene-YPR183W	YPR183W	NC_001148.4	900755	901558	900755	902093	gene-YPR184W	YPR184W	902044	906654	+
rna-NM_001184282.1	gene-YPR185W	YPR185W	NC_001148.4	907218	909434	907218	909741	gene-YPR186C	YPR186C	909733	911022	-
rna-NM_001184285.1	gene-YPR188C	YPR188C	NC_001148.4	911988	912479	911294	912479	gene-YPR187W	YPR187W	911257	911800	+
rna-NM_001184284.1	gene-YPR187W	YPR187W	NC_001148.4	911257	911800	911257	912600	gene-YPR188C	YPR188C	911988	912479	-
rna-NM_001184286.1	gene-YPR189W	YPR189W	NC_001148.4	912664	916962	912664	917089	gene-YPR190C	YPR190C	917077	919041	-
rna-NM_001184289.1	gene-YPR192W	YPR192W	NC_001148.4	921860	922777	921860	922928	gene-YPR193C	YPR193C	922909	923379	-
rna-NM_001179123.1	gene-YHL043W	YHL043W	NC_001140.6	14901	15413	14901	15854	gene-YHL042W	YHL042W	15667	16119	+
rna-NM_001179118.1	gene-YHL038C	YHL038C	NC_001140.6	23617	25509	23471	25509	gene-YHL039W	YHL039W	21783	23540	+
rna-NM_001179119.1	gene-YHL039W	YHL039W	NC_001140.6	21783	23540	21783	23743	gene-YHL038C	YHL038C	23617	25509	-
rna-NM_001179097.1	gene-YHL017W	YHL017W	NC_001140.6	70276	71874	70276	72060	gene-YHL016C	YHL016C	72037	74244	-
rna-NM_001179093.1	gene-YHL013C	YHL013C	NC_001140.6	77430	78353	77181	78353	gene-YHL014C	YHL014C	76097	77314	-
rna-NM_001179091.1	gene-YHL011C	YHL011C	NC_001140.6	80654	81616	80291	81616	gene-YHL012W	YHL012W	78936	80417	+
rna-NM_001179089.1	gene-YHL009C	YHL009C	NC_001140.6	84068	85060	83715	85060	gene-YHL010C	YHL010C	81964	83721	-
rna-NM_001179086.1	gene-YHL006C	YHL006C	NC_001140.6	98343	98795	97927	98795	gene-YHL007C	YHL007C	95118	97937	-
rna-NM_001179083.1	gene-YHL003C	YHL003C	NC_001140.6	100648	101883	100391	101883	gene-YHL004W	YHL004W	99219	100403	+
rna-NM_001179084.1	gene-YHL004W	YHL004W	NC_001140.6	99219	100403	99219	100582	gene-YHL005C	YHL005C	98828	99220	-
rna-NM_001179133.1	gene-YHR003C	YHR003C	NC_001140.6	110028	111317	108978	111317	gene-YHR002W	YHR002W	108812	109885	+
rna-NM_001179132.1	gene-YHR002W	YHR002W	NC_001140.6	108812	109885	108812	110390	gene-YHR003C	YHR003C	110028	111317	-
rna-NM_001179138.1	gene-YHR008C	YHR008C	NC_001140.6	122889	123590	122698	123590	gene-YHR007C-A	YHR007C-A	122550	122765	-
rna-NM_001179140.1	gene-YHR010W	YHR010W	NC_001140.6	126521	127492	126521	127870	gene-YHR011W	YHR011W	127780	129120	+
rna-NM_001179143.1	gene-YHR013C	YHR013C	NC_001140.6	130730	131446	130318	131446	gene-YHR012W	YHR012W	129481	130448	+
